grid_id,traffic_score,industrial_score,emission_index
1,0.08944888072282599,0.02455112215098822,0.0570000014369071
2,0.026441230071978294,0.022233522383041354,0.024337376227509824
3,0.0928544879990913,0.034415616239527436,0.06363505211930937
4,0.13544876767829758,0.03444554999759312,0.08494715883794535
5,0.128788247250171,0.03363165385824873,0.08120995055420986
6,0.02630850897317928,0.032401876232556755,0.029355192602868018
7,0.06818464750801155,0.031807506763999516,0.04999607713600553
8,0.037928595610854106,0.034816544965352976,0.03637257028810354
9,0.06883770125411717,0.03893887745693781,0.05388828935552749
10,0.0438418262505081,0.04147911272867709,0.042660469489592595
11,0.15033625538055373,0.045131525141179775,0.09773389026086675
12,0.1873389770331462,0.04446857961602773,0.11590377832458697
13,0.09128322927618367,0.04227260742601647,0.06677791835110007
14,0.12542699259080647,0.037135522455164646,0.08128125752298557
15,0.2234940608682836,0.014244611765080134,0.11886933631668187
16,0.1121867895711599,0.01740449406808635,0.06479564181962313
17,0.23943561861777107,0.02254211634405167,0.13098886748091138
18,0.12404838500209589,0.0629368925027012,0.09349263875239855
19,0.17672903049414548,0.060278893252730635,0.11850396187343806
20,0.0848384917654626,0.059054927585796696,0.07194670967562965
21,0.1321076641400919,0.0562174973632616,0.09416258075167674
22,0.1564171009841921,0.05802490171295382,0.10722100134857296
23,0.14834665054356574,0.01652001330242304,0.08243333192299439
24,0.1791912224450186,0.022213694893208392,0.1007024586691135
25,0.19221389492520227,0.029643137079093756,0.11092851600214801
26,0.3449750199893766,0.037516545005469755,0.19124578249742316
27,0.20717639381318015,0.05984402332537201,0.1335102085692761
28,0.22128120756527217,0.057773973872407534,0.13952759071883986
29,0.16765018420723238,0.07890123568884341,0.1232757099480379
30,0.1811146496109109,0.07861739095978072,0.1298660202853458
31,0.08588907388430612,0.07727770311219094,0.08158338849824853
32,0.09124873406504568,0.07350030882921026,0.08237452144712797
33,0.10263696764449483,0.0654816762168231,0.08405932193065896
34,0.05539276707126592,0.06257579512634102,0.05898428109880347
35,0.3002434542210089,0.022159717445955376,0.16120158583348212
36,0.2316879604312489,0.028612836815032558,0.13015039862314073
37,0.27744322005192434,0.03735687459447239,0.15740004732319837
38,0.2945236907702933,0.046861586167742546,0.17069263846901792
39,0.2775721707158382,0.057904835557492804,0.1677385031366655
40,0.2577423056716755,0.07279354645305375,0.16526792606236462
41,0.23282573043331084,0.07947381810718826,0.15614977427024956
42,0.22207110056844676,0.09594574343618123,0.159008422002314
43,0.08767091782825144,0.0946923904247384,0.09118165412649493
44,0.2462247785910958,0.03424495964155021,0.140234869116323
45,0.33422682582016794,0.03496553260028361,0.18459617921022578
46,0.2018240364723505,0.04529182467442174,0.12355793057338613
47,0.24319090318506204,0.056761999376963565,0.1499764512810128
48,0.19592455631719902,0.06934610955186331,0.13263533293453117
49,0.19131605232627247,0.08283896938368991,0.13707751085498118
50,0.21695758195336862,0.09252352769850467,0.15474055482593663
51,0.21905558453369905,0.12140437499284178,0.17022997976327042
52,0.13075309921268163,0.11337986591403823,0.12206648256335993
53,0.3101757875608627,0.052677905461345806,0.18142684651110427
54,0.29981437715316517,0.04558264599936324,0.1726985115762642
55,0.28627543387097837,0.04117439963478674,0.16372491675288256
56,0.3497385836939143,0.0531903410555509,0.2014644623747326
57,0.34209934652501695,0.06691716222103476,0.20450825437302586
58,0.27842157197075024,0.0825094857652222,0.18046552886798622
59,0.13743395563544128,0.09995525180354667,0.11869460371949397
60,0.24362897281184215,0.11960585764682122,0.18161741522933167
61,0.2713518520576576,0.1475295903688147,0.20944072121323615
62,0.2629469024168126,0.15316332321789447,0.20805511281735356
63,0.2205075058355928,0.06494536132615256,0.14272643358087267
64,0.33212147387183544,0.05856586243166787,0.19534366815175166
65,0.4303438501893943,0.050492509590749024,0.24041817989007166
66,0.27198690292759964,0.060673070046248605,0.16632998648692413
67,0.31689489685691585,0.07684687695684529,0.19687088690688057
68,0.23599752029866164,0.09590749034383485,0.16595250532124825
69,0.3974741347124301,0.11827926601195649,0.2578767003621933
70,0.3386285372061148,0.14406004087940297,0.2413442890427589
71,0.2027668734626822,0.17237280893831855,0.18756984120050038
72,0.2027455550068152,0.19673655169854137,0.19974105335267828
73,0.4484074375916035,0.0823509037813623,0.2653791706864829
74,0.30221758097592527,0.07366348053625016,0.18794053075608771
75,0.314685461335563,0.06312120057690274,0.18890333095623288
76,0.4518384166271842,0.06724226603177128,0.25954034132947773
77,0.20454532000331666,0.08584135732282662,0.14519333866307163
78,0.33146937483782307,0.10856126776447754,0.2200153213011503
79,0.2381749762317662,0.136587093503632,0.18738103486769908
80,0.30262860391681756,0.17121344645860934,0.23692102518771346
81,0.33231342650596196,0.21310693625016097,0.27271018137806147
82,0.2598658698481123,0.26100699235066477,0.2604364310993885
83,0.30365001288080057,0.3275771561180441,0.31561358449942234
84,0.35369718317286675,0.10377198431532161,0.22873458374409417
85,0.422681949962463,0.09107218779562358,0.25687706887904327
86,0.3678551893205144,0.0771520289661325,0.22250360914332346
87,0.3175677150944145,0.07232857722410521,0.19494814615925987
88,0.3916113984684252,0.09300185270943531,0.24230662558893024
89,0.18550426667349537,0.11903555288508118,0.15226990977928828
90,0.3388200816903637,0.15261867488491718,0.24571937828764046
91,0.15875020674895216,0.19705428707692577,0.17790224691293896
92,0.304505693301261,0.25699755980747196,0.2807516265543665
93,0.28410248121648,0.33657645856850044,0.3103394698924902
94,0.2971867431896478,0.42475464346830966,0.3609706933289787
95,0.3526349676996771,0.12667783481133515,0.23965640125550614
96,0.2887048060779365,0.11089706892088028,0.19980093749940842
97,0.5733836595943389,0.0924025690131575,0.3328931143037482
98,0.2553715113930331,0.07565012664699439,0.16551081902001374
99,0.3179239656093278,0.09740555448382823,0.20766476004657802
100,0.26143289665886243,0.12567317685904375,0.19355303675895308
101,0.29246744986077633,0.16325525776652994,0.22786135381365313
102,0.3946601977603166,0.2155240481638383,0.30509212296207744
103,0.3586305126288072,0.29267830730997174,0.32565440996938944
104,0.28484411876573607,0.41552599685226543,0.3501850578090008
105,0.2887676105047549,0.6062630436825961,0.4475153270936755
106,0.5152065678813176,0.1585013671623743,0.33685396752184593
107,0.4964254853508786,0.1328012358448715,0.31461336059787504
108,0.2708626734763061,0.1083164090289935,0.18958954125264982
109,0.349846076815455,0.0873324042795287,0.21858924054749185
110,0.43786064269182995,0.09838125180448173,0.2681209472481558
111,0.3118533523202833,0.12716539191157805,0.21950937211593066
112,0.36431669542390016,0.1657026062856223,0.26500965085476125
113,0.23885141673401752,0.21994752138563914,0.22939946905982833
114,0.31577647830514466,0.30191128154809016,0.30884387992661744
115,0.30682302361904557,0.4398478764319871,0.3733354500255163
116,0.3581543682050342,0.6827898701983928,0.5204721192017134
117,0.31345824124051863,0.0947291725283875,0.20409370688445305
118,0.3777209378046915,0.11423903011623522,0.24597998396046336
119,0.3215545111055043,0.35722785519788275,0.33939118315169353
120,0.5205395777720863,0.1876580746479433,0.35409882621001476
121,0.503856349387915,0.15549641089439886,0.32967638014115697
122,0.35887501411570705,0.12374367084680635,0.24130934248125668
123,0.2621457862967124,0.09811311967837258,0.18012945298754252
124,0.5982633407130802,0.09576873049371316,0.34701603560339667
125,0.33852919460523945,0.12318767259031088,0.23085843359777516
126,0.33399457546448946,0.1592255825707107,0.24661007901760007
127,0.3632248323517041,0.20838730135232902,0.2858060668520166
128,0.3578517565864271,0.2783776821359998,0.31811471936121344
129,0.3087733001095635,0.37586781902606314,0.3423205595678133
130,0.2086466617483088,0.549885789347803,0.3792662255480559
131,0.38654147960105395,0.08457628119170522,0.2355588803963796
132,0.49751610935725366,0.09839981282168733,0.2979579610894705
133,0.45498595624165417,0.12287517751379748,0.28893056687772584
134,0.4267760553906917,0.47124535925352357,0.4490107073221076
135,0.42659130146508817,0.4585323762155436,0.44256183884031586
136,0.3799972858912746,0.47066045550953256,0.4253288707004036
137,0.4142365136501567,0.41600632303055524,0.415121418340356
138,0.6141628856587327,0.3076358584250009,0.4608993720418668
139,0.3795633196976038,0.2198241403196268,0.2996937300086153
140,0.5216911384157922,0.1761048248859718,0.348897981650882
141,0.4011565338247932,0.13681054000580964,0.2689835369153014
142,0.5804915612264581,0.10682143423699006,0.3436564977317241
143,0.3280163057119114,0.08998746232000068,0.20900188401595604
144,0.32425274317567265,0.11457989783359356,0.2194163205046331
145,0.4046911016005523,0.14569267080835263,0.27519188620445245
146,0.36766373228679905,0.18562173722257763,0.27664273475468837
147,0.23794428797436057,0.23683874790437945,0.23739151793937002
148,0.32126296229823315,0.28941652079778685,0.30533974154801
149,0.36689940002648835,0.2879930008694369,0.32744620044796263
150,0.3474656276881126,0.06944610552951183,0.2084558666088122
151,0.4773994071872,0.08257441904282699,0.2799869131150135
152,0.43433773240233847,0.10309361734999574,0.2687156748761671
153,0.5292534952522316,0.13260691548168643,0.33093020536695905
154,0.39715815559745515,0.1662666617734018,0.28171240868542846
155,0.4457049885072428,0.2708484810857067,0.35827673479647476
156,0.5282931699154914,0.28598287730418304,0.4071380236098372
157,0.6427970060857564,0.550301288750918,0.5965491474183372
158,0.4841519174373329,0.6847716766505341,0.5844617970439334
159,0.49665984952743103,0.7933692016314667,0.6450145255794488
160,0.42847877656701616,0.5329588022429079,0.48071878940496204
161,0.6574467977400481,0.3532806909805018,0.505363744360275
162,0.4308456083362722,0.25462125671582286,0.34273343252604754
163,0.362757296254836,0.19009784311695735,0.27642756968589666
164,0.39837285506084497,0.1451752278118586,0.27177404143635175
165,0.5495017890016769,0.11219223037204284,0.33084700968685987
166,0.5007249671533636,0.08698033473831789,0.29385265094584073
167,0.36982124648038595,0.10289796730043031,0.23635960689040814
168,0.38268157150305704,0.1282610793495156,0.2554713254262863
169,0.4209783571396476,0.1585879957967027,0.28978317646817514
170,0.3113594249621676,0.193593330595256,0.2524763777787118
171,0.39915217740874426,0.22867331911573835,0.3139127482622413
172,0.2319860491188477,0.23525087215675441,0.23361846063780106
173,0.1536179286293255,0.2438693517932107,0.1987436402112681
174,0.41887806856003307,0.23527157440513238,0.3270748214825827
175,0.2077399216696536,0.2106322545974184,0.209186088133536
176,0.3587960178384045,0.0699903591201882,0.21439318847929634
177,0.30057517498766884,0.08051378002944273,0.1905444775085558
178,0.44250702453732205,0.10404126548939246,0.27327414501335723
179,0.3850765120187222,0.13460844773499442,0.25984247987685827
180,0.6432298481999372,0.17589666169670867,0.40956325494832296
181,0.3890732467231035,0.2343443828285368,0.31170881477582013
182,0.5139804430209676,0.3013667494956344,0.407673596258301
